expected_power,measured_intensity
0.0,1.0
31.875,0.8553833643572522
63.75,0.6752362750277282
95.625,0.3640889616621814
127.5,0.1924165189227461
159.375,0.10272189938293282
191.25,0.035483433780759945
223.125,0.0
255.0,0.0032333100077721424
